product_name,review_text,rating,date
JBL Xtreme 3,Provides nearly as much power as original Theragun but much easier to hold.,5,2025-01-10T12:29:29.000-06:00
JBL Xtreme 3,Small and powerful; does the job! Travels well as it’s compact and lightweight.,5,2025-01-10T11:34:07.000-06:00
JBL Xtreme 3,Was Great and shipped on time and received as ordered,5,2025-01-08T18:21:21.000-06:00
JBL Xtreme 3,Great therapeutic addition to anyone suffering from sore muscles or stiffness. Strong and compact. Can't go wrong with this little guy.,5,2025-01-07T17:27:58.000-06:00
JBL Xtreme 3,Compact size is easy to handle and works like a larger unit. The Bluetooth connection to app is awesome. I use it daily.,5,2025-01-05T10:02:49.000-06:00
JBL Xtreme 3,I love this Thera gun. I have terrible arthritis and this really helps relieve my pain. It was definitely a great purchase.,5,2024-12-29T21:11:58.000-06:00
JBL Xtreme 3,"Very portable and value for money 
The  attachments are very similar. I wish they added attachments distinct from each other",5,2024-12-27T23:31:44.000-06:00
JBL Xtreme 3,Helps with achy legs. Love using the Bluetooth app,5,2024-12-26T19:58:24.000-06:00
JBL Xtreme 3,Very good massager. The best ive used so far. Worth every penny,5,2024-12-26T01:28:40.000-06:00
JBL Xtreme 3,"I bought this as a gift for my wife. We have another pistol grip massager that cost $250.00. She uses it in her car to and from work, but it becomes heavy after a while. I found this one online and purchased it. I thought it would be just ok. I was wrong. It's as powerful as the pistol grip one. This little massager is so worth the money. It has three levels of speed and can be comfortably held in your hand for a long time. I just got this, so I am not sure how long the battery will last. I would not hesitate to buy it. It comes with a USB charger and three different heads. Go for it! You won't be disappointed!!!",5,2024-12-25T10:45:04.000-06:00
JBL Xtreme 3,Gifted this to my father that has a lot of joint problems. He works in construction so his body has been pretty beat up. Due to the compact size he now Carries this with him at different job sites in case he starts having pain. Has many functions and customized programs through the app. Definitely recommend this product!!!,5,2024-12-22T19:40:15.000-06:00
JBL Xtreme 3,I purchased this vibrator after using  one at a friend's house. It is an excellent handheld vibrator. It came charged and packaged well in a box that included extra attachments and a carrying case.. The vibrator is easy to hold and maneuver over the body. I use it on the low setting and it vibrates deep but not too strong!  I highly recommend this vibrator!!!!,5,2024-12-20T23:26:43.000-06:00
JBL Xtreme 3,"Amazing equipment for releasing and relaxing the muscles, specially after a o befor a good workout.",5,2024-12-11T15:04:49.000-06:00
JBL Xtreme 3,Love this massager  easy to travel with saved me a lot of pain,5,2024-12-08T12:09:24.000-06:00
JBL Xtreme 3,This is an amazing tool to relieve pains in the body! I will be and have been recommending this massage gun!,5,2024-12-07T04:17:04.000-06:00
JBL Xtreme 3,"The thing I love the most it’s that it’s portable, I always take it with me and use it to warm up my muscles before a gym session. The power holds up pretty good, it lasts about a week. The app is great and shows you how to use it",5,2024-12-02T11:58:13.000-06:00
JBL Xtreme 3,"This Massager is Amazing!!!
Absolutely excellent for expelling Lactic Acid from the muscles after a light, medium or hard workout which is essential for faster and complete recovery!! I use it after doing light construction work as well, helps with recovery for the next day of work.",5,2024-11-30T19:46:51.000-06:00
JBL Xtreme 3,Very useful and convenient to use. I can bring it with me wherever I go,5,2024-11-26T21:53:45.000-06:00
JBL Xtreme 3,I love this theragun. It works wonders. My only complain would be the comfort level of the grip. It can be more manageable to handle specially if on a high setting you need a better grip for best results.,5,2024-11-17T01:30:02.000-06:00
JBL Xtreme 3,"Great investment I’ve made, easy to carry everywhere",5,2024-11-16T00:39:53.000-06:00
JBL Xtreme 3,Great product. I use it at my softball games and now all my teammates want one.,5,2024-11-14T15:04:41.000-06:00
JBL Xtreme 3,Best purchase I have ever made. Bought it to use on my quads but have ended up using it for most everything. Easy to stick in purse or car. Not heavy like the other models.,5,2024-11-09T07:46:02.000-06:00
JBL Xtreme 3,my parents loved mine so i got them one for themselves. dad loves it.,5,2024-11-08T20:33:35.000-06:00
JBL Xtreme 3,This item is addicting and such a great present for friends and family,5,2024-11-04T13:00:42.000-06:00
JBL Xtreme 3,Its better among the list i tried sofar as its easy to use .,4,2024-10-27T00:37:48.000-05:00
JBL Xtreme 3,Perfect tool for those early golf rounds when you dont have a lot of time to loosen up. Holds a pretty good charge and type C charging that you can easily charge in the golf cart....,5,2024-10-11T18:39:34.000-05:00
JBL Xtreme 3,so useful and it works great. really relaxing and helps with muscle tension,5,2024-09-26T17:48:29.000-05:00
JBL Xtreme 3,If I could put 100 stars I would!!! I didn’t realize it would be so powerful for a mini. I purchased for my son’s foot but the whole family uses it. It works great for my lower back and mad that I never purchased sooner!!!,5,2024-09-20T10:18:10.000-05:00
JBL Xtreme 3,It’s a good prodduct have 3 speeds and you fell better when you use,5,2024-09-05T06:45:30.000-05:00
JBL Xtreme 3,I use this product on myself and other family members almost daily. The battery life is surprisingly enough for everyone to receive treatment daily every night for about a week. This product is only charged once a week. I appreciate the shape of the product however it is a bit heavy.  I enjoy how portable this massager is but due to its weight it is one that I leave home when traveling.,4,2024-08-27T17:07:40.000-05:00
JBL Xtreme 3,"Love my massage gun exellent buy
And the service to the client the best",5,2024-08-18T19:49:24.000-05:00
JBL Xtreme 3,"Works great, easy and portable and strong enough to make an impact g",5,2024-08-18T09:28:44.000-05:00
JBL Xtreme 3,Super compact yet it packs a punch!  I got this for travel as I get tension headaches when driving long hours and it’s so wonderfully portable that I don’t think about it until I need it.  The body itself is reasonable ergonomic making it gently on the hand when working out sore muscles and light enough that doesn’t fatigue your arms/hands after a short session.  It goes everywhere I do and has come in handy at the gym as well!  I highly recommend…even over its “lite” and full theragun siblings.,5,2024-08-15T00:43:13.000-05:00
JBL Xtreme 3,"Lightweight & easy to use.  I have arthritis in my shoulders and after using the theragun mini just one time, my range of motion increased exponentially.",5,2024-08-09T15:31:19.000-05:00
JBL Xtreme 3,"Very effective for me, love that I can take it anywhere",5,2024-07-09T21:30:21.000-05:00
JBL Xtreme 3,"This is the perfect travel substitute for any of the larger Theragun models. It fits easily into your suitcase, and it comes with attachments of its own but also is compatible with any of the attachments that Theragun sells. The battery life is great and USB-C charging means not having to carry a separate charger, also a plus.
The only complaint I have is that at this price point, Theragun could have included a hard-sided carrying case, capable of carrying the unit *and* its attachments. I had to purchase one (a binocular case) separately. It works well but like I said, Thergun could have included a case and saved my the hassle (for reference, the Ekrin Bantam includes a case).
That aside, it's a great travel companion, and you won't be sad at all if you decide to purchase one!",5,2024-06-21T18:21:39.000-05:00
JBL Xtreme 3,"The Theragun Mini is an excellent portable muscle massager. Its compact design and quiet operation make it ideal for on-the-go use. Despite its size, it delivers powerful percussive therapy with three adjustable speed settings. The battery life is impressive, lasting up to 150 minutes on a single charge. The ergonomic handle ensures comfortable use, and the USB-C charging port is convenient. While it lacks additional attachments, the standard ball works well for most muscles. 

Overall, it’s a great choice for effective, portable muscle relief.",5,2024-06-20T10:07:26.000-05:00
JBL Xtreme 3,"I bought this product for my knee pains and ankle pain, thinking it would do little help but how was I mistaken",5,2024-06-20T00:46:33.000-05:00
JBL Xtreme 3,The vibrating head does the job to relieve muscle and joint pain.,5,2024-06-14T15:54:18.000-05:00
JBL Xtreme 3,"From the battery life to the strength of the percussion, this product is exceptional. Have taken it on many trips and not having to worry about a charger for most trips is super convenient. Plus, the nature of it being easier to use with one hand allows you to get your shoulders and other sore areas after long drives. I would wholeheartedly recommend this massager to anyone I know. I use it after work many days and its convenience really encourages often use, Plus, it was a big hit at my last family get together.",5,2024-06-12T09:09:49.000-05:00
JBL Xtreme 3,Absolutely fantastic for those tense muscles after a long day at school or work. Fits nicely in the hand and isn’t overly heavy so you don’t experience hand fatigue as quickly. Plenty of power for pesky muscle knots.,5,2024-05-26T09:22:33.000-05:00
JBL Xtreme 3,This is very powerful and useful.  Was having some muscle aches and used it on a trip which made the trip much more bearable.  Its a great massage tool. I borrowed one and loved it so bought my own!,5,2024-05-24T17:15:15.000-05:00
JBL Xtreme 3,I keep this in my golf bag and pickleball bag. It’s great to help warm up and keep my old muscles loose during rounds of golf and playing/teaching pickleball.  Great addition and fine product!!!,5,2024-05-24T17:06:08.000-05:00
JBL Xtreme 3,Love Theragun products. This one is especially great sue to the portability and compactness.  Got it for my teenage son who plays sports.  Its great for him to keep in his bag to use for warming up or some nagging soreness,5,2024-05-20T21:42:49.000-05:00
JBL Xtreme 3,"Good, works well, easy connectivity. A bit pricey but worth it",4,2024-05-19T13:28:01.000-05:00
JBL Xtreme 3,"The Thermabody Mini Thermagun has truly become my saving grace. I have incorporated it into my nightly routine, using it 3-4 times a week while in bed unwinding. Not only does it provide relief for my muscle aches, but it also enhances their recovery. This device is truly remarkable in its effectiveness and ease of use; it can effortlessly be operated with just one hand. I highly recommend the Thermabody Mini Thermagun for anyone looking to alleviate muscle tension and promote overall well-being.",5,2024-05-18T02:14:58.000-05:00
JBL Xtreme 3,"Great, powerful, and light weight in comparison from the pervious model and comes with 2 additional attachments.",5,2024-05-17T15:46:56.000-05:00
JBL Xtreme 3,Received as a gift and love it. Its small and has plenty of power for massaging,5,2024-05-09T23:08:58.000-05:00
JBL Xtreme 3,Excellent for on the go style massages. The only massager I use.,5,2024-05-08T07:49:17.000-05:00
Beats Pill+,Amazing product loud and battery lasts for a very long time.,5,2024-07-17T19:22:59.000-05:00
Beats Pill+,Great sound quality. Would Recommend. Had for multiple years now.,4,2024-06-23T23:34:57.000-05:00
Beats Pill+,"I've had this speaker 7 years now, no issues, EVER. Only now in 2023 the power button is showing ware. Love it!",5,2023-10-23T12:43:27.000-05:00
Beats Pill+,Sound quality is great. Pairs really easily to my computer.,5,2023-07-21T17:11:21.000-05:00
Beats Pill+,Amazing sound as always from beats. The bass is my favorite part,5,2023-05-15T12:43:27.000-05:00
Beats Pill+,Great sounding portable Bluetooth speaker. Easy to connect your iPhone.,5,2023-05-14T12:25:25.000-05:00
Beats Pill+,"Best portable speaker for the poolside, studying, and working.

Not the highest sound quality but I like the way it sounds and the bass it offers",5,2023-05-08T12:05:20.000-05:00
Beats Pill+,"I love the beats pill, the sound, and the base are excellent",5,2022-10-28T17:21:42.000-05:00
Beats Pill+,"Perfect size, great sound, no complaints I really satisfied with my purchase",5,2022-08-20T09:23:19.000-05:00
Beats Pill+,I have this for a while now and it’s still working great.,5,2022-06-14T03:31:11.000-05:00
Beats Pill+,Love beats pill speaker! I have like 6 years with it and works awesome! Long lasting battery. Awesome clear sound.,5,2022-02-22T13:10:51.000-06:00
Beats Pill+,Sound is great just wish battery lasted longer. Good wireless speaker,4,2022-02-04T16:02:40.000-06:00
Beats Pill+,"I use this in my bathroom and it's perfect, it's good quality",5,2022-01-29T02:15:23.000-06:00
Beats Pill+,"Love this speaker ...sounds really great. 
Hope there is new version coming up soon ...",5,2022-01-13T18:30:02.000-06:00
Beats Pill+,Wonderful product so easy to use with the iPhone and take it everywhere.  It also charges anywhere you have an iPhone charge.  Plus the sound is very high quality and very loud.  Use for the beach and anywhere outside,5,2021-12-17T12:36:23.000-06:00
Beats Pill+,"Great to have camping! Great sound, surprisingly deep bass, and solid size.",5,2021-12-12T20:09:02.000-06:00
Beats Pill+,Nice clear sound . Easy to use. Love that you can connect with laptop and also use Bluetooth,5,2021-12-10T21:26:51.000-06:00
Beats Pill+,"Sturdy speaker and very loud and durable , I enjoy taking this thing anywhere !",4,2021-12-03T16:48:28.000-06:00
Beats Pill+,I love my beat pill has great sound easy to operate.,5,2021-11-26T17:29:52.000-06:00
Beats Pill+,This is the ultimate compact party machine sounds fantastic,5,2021-11-17T04:06:43.000-06:00
Beats Pill+,"Good quality Beats sound - love portability, option settings and great for small gatherings.",5,2021-11-01T18:09:17.000-05:00
Beats Pill+,Speaker has amazing sound quality and a great battery life,4,2021-10-08T15:15:07.000-05:00
Beats Pill+,Nice buy. I really Love this purchase and will recommend this purchase to anybody and all my friends Best Buy is a good store to purchase electronics thank you,5,2021-09-17T18:42:03.000-05:00
Beats Pill+,"I love my Beats Pill, it fills the room and you can take it anywhere!",5,2021-09-12T09:51:54.000-05:00
Beats Pill+,"I love the Best Buy sales discount, never be beaten",5,2021-09-08T16:04:49.000-05:00
Beats Pill+,I love this beat pill music so loud and it’s such a great buy. Would buy again,5,2021-08-28T23:05:51.000-05:00
Beats Pill+,"Absolutely love this device. Clearly other people do also because I have purchased two of them. Yes, they stole two. Now I have none. Sure do miss that pill.",5,2021-08-20T16:15:34.000-05:00
Beats Pill+,I brought this for my teenage daughter and she Loves It . Great Sound and it’s loud enough for her. She takes it everywhere.,5,2021-08-18T03:52:58.000-05:00
Beats Pill+,"Excellent, compact, sounds great, battery last longer than previous one I had . (Had it for over 5 years and still sounded great b4 it was stolen)",5,2021-08-15T14:42:02.000-05:00
Beats Pill+,"Very good sound, and very loud I’ve had it since last year",5,2021-08-11T02:07:50.000-05:00
Beats Pill+,"After three and a half years, this speaker got dead. Without being plugged, it got off. I don't have a 5 year plan, so it was not a good experience with this product.",1,2021-08-02T21:38:12.000-05:00
Beats Pill+,"love this wireless speaker, its loud enough for me to enjoy my music even when i'm in the back room of my apartment",5,2021-07-31T10:34:38.000-05:00
Beats Pill+,Good product and works just as expected. No problems.,5,2021-07-30T17:49:11.000-05:00
Beats Pill+,Got this for my daughter who always has her music on sounds great and last most the day for her very happy with it will buy my other daughter one soon,5,2021-07-24T01:45:51.000-05:00
Beats Pill+,Yea these speakers really be hitting loud af the only issue is that it weighs a ton. like its a bit too heavy for me but i still like em.,5,2021-07-21T07:36:05.000-05:00
Beats Pill+,"If with Apple at realm, as always beats doesn’t disappoint. Although I do think it should be a little louder, it does the trick.",5,2021-07-15T12:28:28.000-05:00
Beats Pill+,love the speaker great sound and bass very long battery life depending on how loud you play the speaker at,5,2021-07-14T22:21:10.000-05:00
Beats Pill+,Great portable speaker! Love the bass and how loud it gets. The battery life is phenomenal as well.,5,2021-07-07T10:42:15.000-05:00
Beats Pill+,Amazing sound crazy battery and reverse charges iphones and ipads,5,2021-06-12T17:57:56.000-05:00
Beats Pill+,I brought this pill as a gift for my sister for her 30th birthday and she loves it. Has great sound and long battery,5,2021-06-11T20:37:52.000-05:00
Beats Pill+,Easy set-up.  Good quality sound for it’s size & price.  Can be used with any electronic device.,5,2021-06-08T09:30:37.000-05:00
Beats Pill+,Great product! The sun quality is awesome and it is easy to use. Plus nice to be able to charge on my go.,5,2021-06-05T00:27:26.000-05:00
Beats Pill+,"Love this speaker. Bought it open-box and it looked like new. Sound is good and loud. Feels very good and a bit heavy. Built to last. For the open box price, it's well worth it.",4,2021-05-31T19:21:03.000-05:00
Beats Pill+,This is a good quality speaker. Its loud when you need.  The only thing I dislike is people can't hear if they call you.,5,2021-05-26T03:24:37.000-05:00
Beats Pill+,Good for the price although there is not much bass,5,2021-05-25T17:36:53.000-05:00
Beats Pill+,Love this item- speaker works great- very clear in sound,5,2021-05-21T23:29:36.000-05:00
Beats Pill+,great product. sound clarity is very good and stays charged for an extended period,5,2021-05-21T16:39:46.000-05:00
Beats Pill+,This pill + speaker is small but very powerful. We use it for everything. Great quality and sound!,5,2021-05-19T22:32:29.000-05:00
Beats Pill+,Not even loud batteries dies quick jbl speakers are louder,1,2021-05-18T12:58:47.000-05:00
Beats Pill+,I had a Bose speaker but it wasn’t quite what I wanted so I tried this speaker and it totally satisfied my wants of a loud portable speaker! The sound is so clear and crisp even when I have the volume all the way up.,5,2021-05-17T10:32:37.000-05:00
Beats Pill+,This is my favorite portable Bluetooth speaker. Looks and sounds great. Beats have quality products.,5,2021-05-15T14:32:19.000-05:00
Beats Pill+,I honestly use this everywhere. It has a lot of bass and it’s quite loud to the point you would think it’s coming from across the street. I hardly ever have to charge it! 10/10 would buy again!,5,2021-05-14T18:58:05.000-05:00
Beats Pill+,It sounds amazing when I watch Netflix on my iPad I have to connect the pill,5,2021-05-14T15:56:51.000-05:00
Beats Pill+,Not bad for the price I just enjoy my music louder,5,2021-05-07T18:23:36.000-05:00
Beats Pill+,"wont work with my Samsung, even after downloading the app.
Sucks to have to have an app to connect to blue tooth.
Looks nice in the closet.",1,2021-05-07T16:08:22.000-05:00
Beats Pill+,Great value for your money I used it for work and I love it,5,2021-05-07T15:53:40.000-05:00
Beats Pill+,Very lovely and good for outdoor with perfect sound,5,2021-05-07T15:30:21.000-05:00
Beats Pill+,I love it.Music sounds good and clear.Has a little bass to it.I just love the size it’s the right fit and sound for my bedroom.I play my favorite songs on a regular basis now.,5,2021-04-30T20:22:14.000-05:00
Beats Pill+,Definitely one of the better sounding speakers out there. Lots of bass. Easy connection  to devices and stays charged for awhile.,5,2021-04-30T18:06:26.000-05:00
Beats Pill+,Excellent sound and long batter life. This is a solid bluetooth speaker.,5,2021-04-30T16:50:04.000-05:00
Beats Pill+,This is my first beats speaker. It was easy to setup and use. The sound that comes from it is clear.,5,2021-04-30T15:49:22.000-05:00
Beats Pill+,"Sounds great, excellent noise and very durable. Also great battery life.",5,2021-04-30T15:41:34.000-05:00
Beats Pill+,"It was quite a challenge to get my hands on this speaker but man, was it worth it. It’s easy to connect to my devices & the sound on it is amazing. Its size makes it convenient to put it in my backpack & take it everywhere with me. Overall, the speaker is amazing.",5,2021-04-25T04:46:01.000-05:00
Beats Pill+,Has a great sound and good quality for any time party or just listen to music,5,2021-04-24T14:47:05.000-05:00
Beats Pill+,Beats earphones suck and never last long but their speakers are actually decent. We really like this one.,5,2021-04-24T12:33:00.000-05:00
Beats Pill+,Great sound. I bought two! Easy for the whole family to link their phones to and play each playlist.,5,2021-04-24T10:16:07.000-05:00
Beats Pill+,Glad I purchased this. It's very loud and I can take it with me anywhere. I love it!,5,2021-04-21T09:51:51.000-05:00
Beats Pill+,Really good product and good sounds one of the best purchases I have made,5,2021-04-20T10:42:31.000-05:00
Beats Pill+,"Fascinating, beautiful, beautiful sound, practical, ideal to take it wherever you want.",5,2021-04-19T11:11:24.000-05:00
Beats Pill+,The speaker was a great gift for my daughter. She loves it.,4,2021-04-17T09:35:37.000-05:00
Beats Pill+,"My daughter loves this , I bought her one for Christmas and she uses it all the time",5,2021-04-16T17:53:17.000-05:00
Beats Pill+,I have a game/bedroom and having this is like adding the finishing touches to my room,5,2021-04-16T16:03:03.000-05:00
Beats Pill+,Crisp sound and great for the beach back yard and anywhere else u want music. Easy to use Bluetooth connection,5,2021-04-12T09:10:35.000-05:00
Beats Pill+,This speaker is shoulders above the rest. It has great quality sound.,5,2021-04-11T21:20:58.000-05:00
Beats Pill+,High quality & sound! Very happy with my purchase and would highly recommend this product to anyone looking for a blue tooth speaker that sounds awesome!,5,2021-04-10T14:37:04.000-05:00
Beats Pill+,"This is a great speaker for an apple user, as myself, but the reality is the speaker doesn’t do as much justice as JBL or BOSE. Dr. Dre has is name on it and that’s what makes it worth money. If you want Sound quality and base look elsewhere.",2,2021-04-10T13:24:34.000-05:00
Beats Pill+,Loud sounds from such a small speaker. It’s no B&W or Bang but it works as advertised. I seems to be a bit base heavy but hey I think that’s what most kids are expecting these days. I use to be into heavy base for a bit but now I prefer a quality tone so I can see which demographic is targeted with this product. It’s fair for the price and the quality is good. Haven’t had any issues yet with an single part.,5,2021-04-09T21:18:17.000-05:00
Beats Pill+,I bought this for a trip to Florida.  It came in great for the pool and the beach.  Works great with iPhone.  Not sure if I would of bought it at full price.  Great sale price.,5,2021-04-09T16:27:43.000-05:00
Beats Pill+,It a good speaker. Has bass it just perfect and battery last,5,2021-04-08T18:15:43.000-05:00
Beats Pill+,Great!!! Sounds great and loud. I use it when I am in the shower or for my photoshoots. This thing rocks.,5,2021-04-04T18:15:36.000-05:00
Beats Pill+,This was a gift for my husband. He is so I love with the speaker. He uses it everyday. Sound quality is great.,5,2021-04-02T23:48:18.000-05:00
Beats Pill+,So far best speaker on the market Loud and clear sound I like it,5,2021-03-29T06:54:19.000-05:00
Beats Pill+,Real boom for such a small product I carry it everywhere,5,2021-03-26T20:42:40.000-05:00
Beats Pill+,"This is a cool speaker. I can wait to try it out soon, as I get it back.",5,2021-03-26T16:02:15.000-05:00
Beats Pill+,Awesome sound. Very sleek. Love it. Highly recommend!,5,2021-03-20T15:32:42.000-05:00
Beats Pill+,"Great sound, long battery life and quick charging.",5,2021-03-19T19:10:33.000-05:00
Beats Pill+,Excellent sound quality! Easy to setup/pair the bluetooth with my phone,5,2021-03-19T18:01:37.000-05:00
Beats Pill+,Built great. Sturdy. But sometimes it's loud and sometimes it doesn't get as loud. Even resetting doesn't fix it.,3,2021-03-19T15:44:03.000-05:00
Beats Pill+,Sounds great nice looking good quality clear sound .,5,2021-03-17T12:04:55.000-05:00
Beats Pill+,I love it. The sound is great and it works lovely with me Iphone,5,2021-03-17T09:47:44.000-05:00
Beats Pill+,It does the job. Their are others that  are a little louder or had a slightly better review but teenagers identify with the name. My son is happy with it....,5,2021-03-12T17:02:48.000-06:00
Beats Pill+,"Great sound , Bluetooth easy to used. Good  product",5,2021-03-05T16:07:58.000-06:00
Beats Pill+,My hunny loves it comes in handy. Great sound. Ease of use.,5,2021-03-05T15:44:23.000-06:00
Beats Pill+,"I honestly haven’t used this product, but it sure is boxed up pretty good with high quality boxing material.",5,2021-03-05T15:41:35.000-06:00
Beats Pill+,Really great speaker that gets really loud.  Bought this to practice my mixing!,5,2021-02-26T19:23:02.000-06:00
Beats Pill+,The beast work great highly recommended they are laud enough and the quality and bass is pretty good and amazing.,5,2021-02-25T23:23:47.000-06:00
Beats Pill+,I like it but I just haven't gotten a chance to open it up yet,4,2021-02-24T05:02:13.000-06:00
Beats Pill+,"Love the sound. Uses it everyday in my classroom with my class..this my 2nd one, gave first one to my grandson, to take to college with him...",5,2021-02-19T17:21:56.000-06:00
Beats Pill+,"Bought this as a gift for a friend whose always wanted one and it exceeds expectations, it was a bit more costly than other speakers but it definitely performs.  It sounds great and is loud, it also works good for calls",5,2021-02-19T16:03:04.000-06:00
Beats Pill+,"Honestly I don’t know why people are complaining about sound quality and how loud the speaker actually is. I have it at the second lowest volume preset and if I go any louder it’ll start being too loud for my current location. If you have the money and like it buy it. If you want to buy it for an aesthetic of having Apple devices then do it. It’s worth the money. JBL, Sony and Bose are good as well, out of those 3 only Sony really compares to the beats in my opinion. But it if you want it.",5,2021-02-18T11:41:30.000-06:00
Bose SoundLink Revolve,"Have had this speaker for 6 years now and it’s still going strong. Very durable, Ive accidentally dropped it a few times and nothing has happened to it. It’s been through beach days, hikes, parties, hangouts, rain, and sun exposure for long periods of time. Quality and volume range is great for its size. Battery will last a long time, one charge lasts me 5-6 days playing 2-3 hours. Battery doesn’t wear it when you don’t use it  or let it sit for a long time either. I don’t expect to get a new one soon, but I will repurchase if it ever gives out.",5,2024-05-19T19:53:25.000-05:00
Bose SoundLink Revolve,this is my second speaker this one for my fishing camp,5,2023-06-13T13:51:36.000-05:00
Bose SoundLink Revolve,Great Product and Best Buy has great service. They never let me down.,5,2023-02-12T12:52:15.000-06:00
Bose SoundLink Revolve,This little speaker is great has good sound small but nice.,5,2022-12-24T11:59:53.000-06:00
Bose SoundLink Revolve,Touch because it’s been dropped several times! It still works great!,5,2022-11-13T18:36:19.000-06:00
Bose SoundLink Revolve,"Meet SoundLink Revolve II, one of our best performing portable Bluetooth speakers yet. It delivers true 360° sound for consistent, uniform coverage. Place it in the center of the room and everyone gets the same experience. Or set it near a wall and sound will radiate and reflect around the room, immersing you. Taking it outdoors? Great, it’s meant to go where you go.",5,2022-11-06T06:29:06.000-06:00
Bose SoundLink Revolve,Hreat product. Would not expect anything less from bose.,5,2022-10-28T22:57:33.000-05:00
Bose SoundLink Revolve,"Good quality of sound. 
This sound covers my kid's room.",4,2022-10-19T20:26:44.000-05:00
Bose SoundLink Revolve,"After two years the battery drains fast! I charge it, then after I charged, it said 100% charged, the next day when I turned it on it said 90%, what kinda crap is this!! Very disappointed!! This is the last time I buy a Bose Speaker!!",1,2022-10-08T15:17:17.000-05:00
Bose SoundLink Revolve,These things has the best sound for such a little unit.,5,2022-10-07T15:41:50.000-05:00
Bose SoundLink Revolve,It’s great always like Bose electronic use this outside,5,2022-09-23T15:53:49.000-05:00
Bose SoundLink Revolve,Use it all the time we’re outside doing yard work or when having BBQ works great,5,2022-08-30T23:33:57.000-05:00
Bose SoundLink Revolve,"I maybe showing my age here but as a great car commercial once put it.  ""Bose there is no substitute"" I have owned this Bluetooth speaker for move then 2 years now and it is still kicking like new.",5,2022-08-19T16:50:28.000-05:00
Bose SoundLink Revolve,"Wonderful sound, very durable definitely worth the purchase",5,2022-07-06T02:21:33.000-05:00
Bose SoundLink Revolve,Excellent sound and clarity I love to travel with this speaker gives me good quality sound and bass is pretty kickin. I had my previous one stolen and I had to replace it.,5,2022-07-05T17:09:16.000-05:00
Bose SoundLink Revolve,"Love, Love Bose! Have always been a fan of Bose products.",5,2022-06-27T18:03:49.000-05:00
Bose SoundLink Revolve,Wonderful speaker! It has depth of bass and range or treble. It works seamlessly with all my devices. People are impressed by the sound quality. Really happy with it.,5,2022-06-23T01:09:51.000-05:00
Bose SoundLink Revolve,Bose Bluetooth stereo work excellent  Always use it for the beach or at parties or at the cabins,5,2022-06-10T17:29:16.000-05:00
Bose SoundLink Revolve,"We purchased this to use outside at our pool.  Listen to music while swimming.  Easy to use, and glad we bought it !!",5,2022-05-02T17:21:20.000-05:00
Bose SoundLink Revolve,"Great sound, great quality, lightweight and affordable.",5,2022-04-08T23:35:41.000-05:00
Bose SoundLink Revolve,Wanted a nice reliable bluetooth speaker for when I’m on hikes that was small an had good battery life,5,2022-03-13T13:35:08.000-05:00
Bose SoundLink Revolve,Sounds great for it’s size and is very portable. Great beach speaker,5,2022-02-23T09:27:19.000-06:00
Bose SoundLink Revolve,Great sound and build quality. Easy connect to different devices.,5,2022-02-13T17:10:53.000-06:00
Bose SoundLink Revolve,This is a perfect speaker for our kitchen where we love to cook together and spend time as a family,5,2022-02-06T12:38:22.000-06:00
Bose SoundLink Revolve,The power charger appears to be non-functional as of early January 2022.  I am going to bring it to the store for Best Buy to replace.,3,2022-02-04T16:04:18.000-06:00
Bose SoundLink Revolve,Very good Sound Quality for a small Speaker. Seamless connectivity to the devices. Keeps good battery life as well. Reliable,5,2022-02-02T08:31:06.000-06:00
Bose SoundLink Revolve,omg Bose system is the best. Does not sound loud but good quality sound.,4,2022-01-27T20:26:06.000-06:00
Bose SoundLink Revolve,This is a fantastic mini speaker. It delivers a very clear sound.,5,2022-01-19T23:38:48.000-06:00
Bose SoundLink Revolve,"If you're looking for base in a portable speaker, this one isn't it. But this is a good speaker with clear sound and pretty good connectivity. Sometimes it will disconnect and have a hard time reconnecting. Overall pretty good.",4,2022-01-13T11:20:14.000-06:00
Bose SoundLink Revolve,We bought it to replace our Echo which died. We thought it made more sense to put the money towards a good wireless speaker. Which it would have been if this had lived up to its company's reputation; it did not. Mediocre sound and then it stopped charging less then three weeks after we bought it. Kind of defeats the purpose of a wireless speaker. Returned and just bought another Echo.,2,2022-01-12T19:46:02.000-06:00
Bose SoundLink Revolve,Excellent surround sound and easy to move around anywhere,5,2022-01-08T06:08:24.000-06:00
Bose SoundLink Revolve,"Third one I bought...also bought a couple for my kids!
Great sound and looks great too!",5,2022-01-07T15:29:52.000-06:00
Bose SoundLink Revolve,Great sound quality for a portable speaker. Good charge,5,2022-01-01T22:44:59.000-06:00
Bose SoundLink Revolve,The sound is awesome.  This is my second one for the pool area.  App allows you to sync two together.,5,2021-12-31T16:45:18.000-06:00
Bose SoundLink Revolve,"I love this Bose speaker. It's a great size, easy to take with you and easy to pair. The sound is great and it can get quite loud without any distortion. It sounds really good when I play my meditation music. It doesn't seem to have as much bass as I would like though. When I play rock music, I don't hear as much bass as I would like. But I'm still very happy with the purchase.",5,2021-12-28T12:20:45.000-06:00
Bose SoundLink Revolve,Two of these paired to a Bluetooth transmitter from my TV is my current sound bar setup. Also use one as my nightly white noise speaker and it holds up to 8hrs of play every night.,5,2021-12-24T15:57:13.000-06:00
